Operation,RouterA,RouterB
ADD_LINK,13133,76689
ADD_LINK,70977,18354
ADD_LINK,72588,45379
REMOVE_LINK,24475,9863
REMOVE_LINK,2466,81278
CHECK_CONNECTIVITY,66134,77396
REMOVE_LINK,6733,55010
CHECK_CONNECTIVITY,812,30162
CHECK_CONNECTIVITY,37229,55728
REMOVE_LINK,37548,32849
REMOVE_LINK,87076,82267
ADD_LINK,1867,55260
CHECK_CONNECTIVITY,62285,8972
CHECK_CONNECTIVITY,38084,45438
REMOVE_LINK,45539,80895
CHECK_CONNECTIVITY,36241,58071
ADD_LINK,9359,9132
ADD_LINK,33018,18173
REMOVE_LINK,17128,30510
CHECK_CONNECTIVITY,50247,30563
CHECK_CONNECTIVITY,59596,1874
ADD_LINK,49372,26526
ADD_LINK,78135,83366
CHECK_CONNECTIVITY,47259,23031
REMOVE_LINK,29497,30336
CHECK_CONNECTIVITY,20407,23506
ADD_LINK,86160,2738
CHECK_CONNECTIVITY,22241,64146
ADD_LINK,31049,89001
ADD_LINK,13313,85692
REMOVE_LINK,85351,21655
REMOVE_LINK,49909,40675
CHECK_CONNECTIVITY,88038,6561
CHECK_CONNECTIVITY,45366,5841
ADD_LINK,25597,44876
CHECK_CONNECTIVITY,83013,82991
ADD_LINK,11571,89741
REMOVE_LINK,64431,3805
ADD_LINK,21193,63789
REMOVE_LINK,5716,76451
REMOVE_LINK,23510,14471
REMOVE_LINK,1136,56118
REMOVE_LINK,82166,29375
CHECK_CONNECTIVITY,4387,5102
REMOVE_LINK,67219,6406
CHECK_CONNECTIVITY,48035,4612
ADD_LINK,15159,44567
REMOVE_LINK,10310,83206
ADD_LINK,19573,28152
ADD_LINK,40565,82860
ADD_LINK,25350,29402
REMOVE_LINK,80055,56558
REMOVE_LINK,1522,39267
CHECK_CONNECTIVITY,37883,64986
REMOVE_LINK,63848,35738
ADD_LINK,32614,65901
CHECK_CONNECTIVITY,76320,54024
REMOVE_LINK,5533,8391
ADD_LINK,24298,19562
CHECK_CONNECTIVITY,51978,34861
ADD_LINK,82648,57902
ADD_LINK,58209,69230
REMOVE_LINK,87577,46765
CHECK_CONNECTIVITY,25023,30692
REMOVE_LINK,59977,29979
REMOVE_LINK,28551,39818
ADD_LINK,11285,67422
ADD_LINK,22325,16424
ADD_LINK,33915,16164
REMOVE_LINK,31749,29017
REMOVE_LINK,3969,25727
CHECK_CONNECTIVITY,66890,46584
ADD_LINK,68025,80103
REMOVE_LINK,59004,48731
ADD_LINK,82462,6368
ADD_LINK,32475,16908
CHECK_CONNECTIVITY,80666,49502
REMOVE_LINK,49025,69830
ADD_LINK,41216,33894
REMOVE_LINK,53064,83278
CHECK_CONNECTIVITY,29222,42761
REMOVE_LINK,39526,7684
ADD_LINK,33244,49374
ADD_LINK,80869,35771
REMOVE_LINK,56200,28053
REMOVE_LINK,4530,30018
REMOVE_LINK,49223,2601
ADD_LINK,50874,47681
ADD_LINK,52018,41414
ADD_LINK,74839,38120
ADD_LINK,6858,38371
CHECK_CONNECTIVITY,54297,27018
ADD_LINK,61370,10823
REMOVE_LINK,64604,51351
ADD_LINK,32120,6907
CHECK_CONNECTIVITY,17512,83620
ADD_LINK,48868,43721
REMOVE_LINK,74282,30699
CHECK_CONNECTIVITY,1998,70401
REMOVE_LINK,13470,52219
ADD_LINK,3601,9124
ADD_LINK,36880,33463
REMOVE_LINK,27382,68489
REMOVE_LINK,47977,60065
CHECK_CONNECTIVITY,66733,36008
CHECK_CONNECTIVITY,11814,10338
ADD_LINK,68766,74457
CHECK_CONNECTIVITY,53138,20980
CHECK_CONNECTIVITY,41946,74453
CHECK_CONNECTIVITY,7322,42692
ADD_LINK,82560,47760
CHECK_CONNECTIVITY,88909,48630
REMOVE_LINK,3108,21567
ADD_LINK,64936,86471
ADD_LINK,50588,42812
ADD_LINK,33565,29145
REMOVE_LINK,85320,71333
ADD_LINK,21322,70826
CHECK_CONNECTIVITY,70635,939
ADD_LINK,80799,15107
ADD_LINK,64762,39725
REMOVE_LINK,11462,30436
CHECK_CONNECTIVITY,53975,78888
CHECK_CONNECTIVITY,8177,79332
REMOVE_LINK,46808,89914
ADD_LINK,18299,17100
CHECK_CONNECTIVITY,52112,2353
CHECK_CONNECTIVITY,14491,25592
CHECK_CONNECTIVITY,57517,87376
REMOVE_LINK,59931,4193
CHECK_CONNECTIVITY,41222,26038
CHECK_CONNECTIVITY,67004,9092
CHECK_CONNECTIVITY,14973,76890
ADD_LINK,30510,35950
REMOVE_LINK,52392,30146
ADD_LINK,6155,41234
REMOVE_LINK,86274,31708
CHECK_CONNECTIVITY,8797,38567
ADD_LINK,77343,88096
CHECK_CONNECTIVITY,57387,87161
CHECK_CONNECTIVITY,34450,32857
CHECK_CONNECTIVITY,78676,50879
ADD_LINK,61713,85075
ADD_LINK,76249,32983
CHECK_CONNECTIVITY,20911,32796
REMOVE_LINK,21641,50252
CHECK_CONNECTIVITY,50019,39399
REMOVE_LINK,3357,19964
CHECK_CONNECTIVITY,71781,21057
CHECK_CONNECTIVITY,36865,51620
CHECK_CONNECTIVITY,32721,38186
CHECK_CONNECTIVITY,38518,75998
ADD_LINK,64244,78575
REMOVE_LINK,48421,8477
CHECK_CONNECTIVITY,51937,5871
REMOVE_LINK,84745,25364
REMOVE_LINK,87876,31573
CHECK_CONNECTIVITY,87582,30969
ADD_LINK,22681,77832
ADD_LINK,18781,17119
REMOVE_LINK,50167,70122
REMOVE_LINK,54018,52587
REMOVE_LINK,1866,35079
CHECK_CONNECTIVITY,28618,27349
REMOVE_LINK,85062,17129
ADD_LINK,8376,57529
REMOVE_LINK,63892,83815
REMOVE_LINK,17739,74364
REMOVE_LINK,31030,75957
CHECK_CONNECTIVITY,67387,62038
REMOVE_LINK,10438,79571
REMOVE_LINK,11945,64907
CHECK_CONNECTIVITY,59061,76100
ADD_LINK,2166,49675
ADD_LINK,83374,86959
REMOVE_LINK,7960,47101
CHECK_CONNECTIVITY,7750,49762
REMOVE_LINK,28532,17141
REMOVE_LINK,1651,18372
CHECK_CONNECTIVITY,28301,39304
ADD_LINK,74490,11666
ADD_LINK,78903,22587
REMOVE_LINK,29192,12397
REMOVE_LINK,48341,554
ADD_LINK,39255,444
ADD_LINK,85663,79007
REMOVE_LINK,33348,5619
REMOVE_LINK,24297,40734
ADD_LINK,59047,68808
ADD_LINK,76679,16449
CHECK_CONNECTIVITY,63498,84950
REMOVE_LINK,60666,75188
REMOVE_LINK,37682,6988
REMOVE_LINK,43057,80025
CHECK_CONNECTIVITY,62252,39024
CHECK_CONNECTIVITY,71342,26515
ADD_LINK,43118,47980
CHECK_CONNECTIVITY,5452,68281
REMOVE_LINK,59221,14615
CHECK_CONNECTIVITY,38767,11001
REMOVE_LINK,16300,36612
ADD_LINK,69873,35237
REMOVE_LINK,8012,58958
ADD_LINK,60955,85188
REMOVE_LINK,5472,45639
CHECK_CONNECTIVITY,87056,29912
CHECK_CONNECTIVITY,62309,31433
CHECK_CONNECTIVITY,45149,22839
ADD_LINK,46117,53050
ADD_LINK,134,1968
CHECK_CONNECTIVITY,50540,26583
REMOVE_LINK,86325,69305
ADD_LINK,81293,44755
REMOVE_LINK,47996,42747
REMOVE_LINK,15613,35728
ADD_LINK,87246,36802
REMOVE_LINK,12867,73986
CHECK_CONNECTIVITY,39957,60796
REMOVE_LINK,9135,35317
ADD_LINK,44178,2685
REMOVE_LINK,60236,82647
REMOVE_LINK,76835,58917
ADD_LINK,7556,25291
ADD_LINK,56820,9419
ADD_LINK,73462,15278
REMOVE_LINK,10352,28618
CHECK_CONNECTIVITY,69113,53972
CHECK_CONNECTIVITY,35606,21233
REMOVE_LINK,39860,57870
CHECK_CONNECTIVITY,16539,22988
CHECK_CONNECTIVITY,77552,88971
REMOVE_LINK,20131,63838
REMOVE_LINK,85015,726
ADD_LINK,81069,34950
CHECK_CONNECTIVITY,77795,58922
ADD_LINK,25699,11306
ADD_LINK,79240,45032
ADD_LINK,89642,46714
CHECK_CONNECTIVITY,21321,49678
CHECK_CONNECTIVITY,45979,64871
REMOVE_LINK,86275,87741
CHECK_CONNECTIVITY,53344,29799
REMOVE_LINK,41753,37086
REMOVE_LINK,87145,71347
CHECK_CONNECTIVITY,29238,25231
ADD_LINK,68874,35916
CHECK_CONNECTIVITY,42460,75238
CHECK_CONNECTIVITY,8951,16100
CHECK_CONNECTIVITY,85201,33363
REMOVE_LINK,85331,31056
CHECK_CONNECTIVITY,70415,8059
REMOVE_LINK,70487,39309
CHECK_CONNECTIVITY,65968,2372
ADD_LINK,55525,23715
CHECK_CONNECTIVITY,44898,79884
ADD_LINK,570,45378
REMOVE_LINK,82588,61256
REMOVE_LINK,48491,74080
REMOVE_LINK,50648,40882
REMOVE_LINK,17613,48223
ADD_LINK,66185,48104
REMOVE_LINK,28866,1066
ADD_LINK,71770,82429
ADD_LINK,66560,8323
REMOVE_LINK,29352,57233
ADD_LINK,38683,27466
ADD_LINK,11658,65415
ADD_LINK,72345,65129
CHECK_CONNECTIVITY,46412,27540
CHECK_CONNECTIVITY,71969,33460
CHECK_CONNECTIVITY,20778,44039
REMOVE_LINK,23177,57665
REMOVE_LINK,43898,18940
ADD_LINK,68936,84697
CHECK_CONNECTIVITY,46519,6198
CHECK_CONNECTIVITY,19515,85661
CHECK_CONNECTIVITY,12822,61548
ADD_LINK,19232,39080
CHECK_CONNECTIVITY,44417,42028
REMOVE_LINK,78139,6430
REMOVE_LINK,87753,80779
REMOVE_LINK,1336,492
REMOVE_LINK,70074,47961
CHECK_CONNECTIVITY,62854,29125
REMOVE_LINK,23088,9341
CHECK_CONNECTIVITY,86497,26785
CHECK_CONNECTIVITY,52000,68119
CHECK_CONNECTIVITY,24266,27009
REMOVE_LINK,85354,58351
ADD_LINK,20873,32680
CHECK_CONNECTIVITY,34774,30389
REMOVE_LINK,37784,22581
CHECK_CONNECTIVITY,48449,65482
CHECK_CONNECTIVITY,52535,45850
ADD_LINK,84477,51895
CHECK_CONNECTIVITY,80557,56133
CHECK_CONNECTIVITY,15929,13745
ADD_LINK,39281,31137
ADD_LINK,73521,22010
CHECK_CONNECTIVITY,38539,42368
REMOVE_LINK,37602,40981
CHECK_CONNECTIVITY,37231,81996
CHECK_CONNECTIVITY,31903,20205
REMOVE_LINK,82225,59480
ADD_LINK,16235,42249
REMOVE_LINK,16080,74342
CHECK_CONNECTIVITY,61871,4071
ADD_LINK,25973,28039
CHECK_CONNECTIVITY,61062,30271
CHECK_CONNECTIVITY,19233,73117
REMOVE_LINK,34303,60944
CHECK_CONNECTIVITY,24727,48136
REMOVE_LINK,19025,89236
ADD_LINK,38959,71952
ADD_LINK,237,26344
CHECK_CONNECTIVITY,22687,55260
CHECK_CONNECTIVITY,78112,4057
REMOVE_LINK,79522,29707
CHECK_CONNECTIVITY,26627,88745
ADD_LINK,59959,39064
ADD_LINK,15318,59696
ADD_LINK,89447,51634
ADD_LINK,50943,13012
REMOVE_LINK,4067,59875
CHECK_CONNECTIVITY,66223,15677
REMOVE_LINK,733,74865
REMOVE_LINK,77335,74865
REMOVE_LINK,50834,49087
REMOVE_LINK,39618,65031
CHECK_CONNECTIVITY,9820,34011
REMOVE_LINK,58879,73849
ADD_LINK,46432,74394
CHECK_CONNECTIVITY,7249,57959
CHECK_CONNECTIVITY,9188,73527
ADD_LINK,31514,29962
CHECK_CONNECTIVITY,28975,39230
ADD_LINK,59278,78879
CHECK_CONNECTIVITY,46734,50654
ADD_LINK,67095,82880
ADD_LINK,15941,27963
ADD_LINK,81099,33142
CHECK_CONNECTIVITY,37685,73124
ADD_LINK,83841,81666
CHECK_CONNECTIVITY,53652,54399
ADD_LINK,14503,42460
ADD_LINK,7171,2465
ADD_LINK,38034,41864
REMOVE_LINK,5302,30551
CHECK_CONNECTIVITY,28005,45420
CHECK_CONNECTIVITY,67045,43059
CHECK_CONNECTIVITY,83569,63590
REMOVE_LINK,86680,12167
CHECK_CONNECTIVITY,63671,88873
ADD_LINK,40930,75102
CHECK_CONNECTIVITY,12417,36615
REMOVE_LINK,41871,30494
CHECK_CONNECTIVITY,23578,68998
ADD_LINK,29745,63474
REMOVE_LINK,14592,50225
CHECK_CONNECTIVITY,17474,44614
REMOVE_LINK,19494,66118
REMOVE_LINK,24231,17559
CHECK_CONNECTIVITY,29469,17398
REMOVE_LINK,74884,50482
ADD_LINK,18895,70966
CHECK_CONNECTIVITY,7668,77467
REMOVE_LINK,23642,4836
CHECK_CONNECTIVITY,69424,40111
CHECK_CONNECTIVITY,30581,67581
REMOVE_LINK,66689,19095
ADD_LINK,21670,64254
CHECK_CONNECTIVITY,67364,77901
ADD_LINK,35457,51683
ADD_LINK,1892,50168
ADD_LINK,15936,86306
CHECK_CONNECTIVITY,77857,32187
ADD_LINK,33864,6381
ADD_LINK,82497,30893
ADD_LINK,5009,88129
ADD_LINK,28499,62994
REMOVE_LINK,43953,29379
REMOVE_LINK,23042,8216
ADD_LINK,23053,86289
ADD_LINK,74323,89716
CHECK_CONNECTIVITY,20474,83682
ADD_LINK,70430,25597
REMOVE_LINK,58966,77274
REMOVE_LINK,54147,9464
CHECK_CONNECTIVITY,30497,54695
ADD_LINK,4316,25304
REMOVE_LINK,61270,24447
ADD_LINK,41623,40857
REMOVE_LINK,43083,57940
CHECK_CONNECTIVITY,87103,42156
REMOVE_LINK,72048,53020
CHECK_CONNECTIVITY,8183,59804
CHECK_CONNECTIVITY,40271,61566
REMOVE_LINK,89172,23841
CHECK_CONNECTIVITY,67217,37947
CHECK_CONNECTIVITY,2942,50930
ADD_LINK,75908,83722
CHECK_CONNECTIVITY,69861,49470
ADD_LINK,73613,41722
ADD_LINK,9135,45325
CHECK_CONNECTIVITY,64797,1634
REMOVE_LINK,72458,71688
REMOVE_LINK,88563,19922
CHECK_CONNECTIVITY,80146,19144
CHECK_CONNECTIVITY,63664,73317
ADD_LINK,48191,45870
REMOVE_LINK,41771,89717
ADD_LINK,14969,4659
ADD_LINK,2352,32374
CHECK_CONNECTIVITY,87145,67536
REMOVE_LINK,73686,15157
CHECK_CONNECTIVITY,70963,80166
ADD_LINK,17886,3556
CHECK_CONNECTIVITY,77446,49689
CHECK_CONNECTIVITY,50546,35121
REMOVE_LINK,73428,73775
REMOVE_LINK,8745,87899
CHECK_CONNECTIVITY,31901,79111
ADD_LINK,61445,41431
REMOVE_LINK,80220,10719
REMOVE_LINK,87819,51205
ADD_LINK,54683,69331
ADD_LINK,80176,64135
REMOVE_LINK,87521,23181
CHECK_CONNECTIVITY,4540,38419
ADD_LINK,9228,68960
CHECK_CONNECTIVITY,74495,41379
CHECK_CONNECTIVITY,83570,10174
ADD_LINK,3599,65098
CHECK_CONNECTIVITY,27221,25208
REMOVE_LINK,50959,85320
CHECK_CONNECTIVITY,80249,40061
REMOVE_LINK,55159,78516
REMOVE_LINK,40107,68102
REMOVE_LINK,46456,55487
ADD_LINK,52215,61463
CHECK_CONNECTIVITY,28178,65237
REMOVE_LINK,51585,81658
CHECK_CONNECTIVITY,26143,37936
CHECK_CONNECTIVITY,6940,12652
REMOVE_LINK,28524,36220
REMOVE_LINK,53082,23685
ADD_LINK,45958,23064
REMOVE_LINK,56922,87348
CHECK_CONNECTIVITY,41258,30206
REMOVE_LINK,24288,37675
REMOVE_LINK,70223,53595
REMOVE_LINK,58037,84723
REMOVE_LINK,36149,9550
CHECK_CONNECTIVITY,13045,17037
REMOVE_LINK,23489,10262
REMOVE_LINK,30744,83876
CHECK_CONNECTIVITY,17527,52424
ADD_LINK,1732,34100
REMOVE_LINK,46889,42959
CHECK_CONNECTIVITY,17372,36932
REMOVE_LINK,65685,25903
REMOVE_LINK,43424,54801
REMOVE_LINK,529,74583
REMOVE_LINK,63616,36903
CHECK_CONNECTIVITY,54606,55640
REMOVE_LINK,33860,38652
REMOVE_LINK,42012,9495
REMOVE_LINK,45292,48745
CHECK_CONNECTIVITY,33504,49430
REMOVE_LINK,30837,40460
ADD_LINK,58415,3141
ADD_LINK,38302,83374
REMOVE_LINK,27964,32847
CHECK_CONNECTIVITY,67116,72730
ADD_LINK,74469,55195
ADD_LINK,84116,61977
REMOVE_LINK,89703,26041
ADD_LINK,39673,12159
REMOVE_LINK,32121,9489
ADD_LINK,46983,84612
CHECK_CONNECTIVITY,42821,4738
CHECK_CONNECTIVITY,39550,13345
ADD_LINK,9059,879
REMOVE_LINK,3068,7134
REMOVE_LINK,86283,82374
ADD_LINK,72869,80261
REMOVE_LINK,66092,76900
REMOVE_LINK,53088,29114
ADD_LINK,27928,43312
REMOVE_LINK,48798,24897
CHECK_CONNECTIVITY,76957,29713
CHECK_CONNECTIVITY,13083,86577
CHECK_CONNECTIVITY,64568,89909
CHECK_CONNECTIVITY,40079,57210
CHECK_CONNECTIVITY,84581,44874
ADD_LINK,18452,52027
CHECK_CONNECTIVITY,73354,71505
CHECK_CONNECTIVITY,11051,51029
CHECK_CONNECTIVITY,65492,45647
ADD_LINK,6077,45646
CHECK_CONNECTIVITY,2784,81374
REMOVE_LINK,29719,24951
ADD_LINK,3377,86869
REMOVE_LINK,1414,77215
REMOVE_LINK,7113,14148
CHECK_CONNECTIVITY,48982,445
CHECK_CONNECTIVITY,66736,27552
REMOVE_LINK,64093,78364
ADD_LINK,80269,55729
ADD_LINK,69888,19887
ADD_LINK,68744,78309
CHECK_CONNECTIVITY,31207,70718
REMOVE_LINK,75848,51636
CHECK_CONNECTIVITY,63342,6452
CHECK_CONNECTIVITY,43928,32967
ADD_LINK,60089,62719
CHECK_CONNECTIVITY,4065,36472
ADD_LINK,35712,34943
REMOVE_LINK,6075,20679
ADD_LINK,72217,83990
ADD_LINK,46646,78286
ADD_LINK,20066,89087
REMOVE_LINK,20203,21284
CHECK_CONNECTIVITY,12265,84031
ADD_LINK,54234,8951
CHECK_CONNECTIVITY,27230,60093
REMOVE_LINK,6031,69967
ADD_LINK,2608,86179
REMOVE_LINK,63187,86046
ADD_LINK,84831,16388
ADD_LINK,36044,86751
ADD_LINK,66750,68063
ADD_LINK,20198,8486
CHECK_CONNECTIVITY,78726,80833
REMOVE_LINK,17274,74466
ADD_LINK,18161,78453
REMOVE_LINK,10002,63646
CHECK_CONNECTIVITY,67971,48378
ADD_LINK,44515,7403
REMOVE_LINK,46851,18740
REMOVE_LINK,74352,45370
CHECK_CONNECTIVITY,35542,21148
CHECK_CONNECTIVITY,85704,24807
REMOVE_LINK,18938,82937
ADD_LINK,9870,20379
REMOVE_LINK,21902,43848
ADD_LINK,64620,62587
REMOVE_LINK,86001,65798
REMOVE_LINK,15396,77009
CHECK_CONNECTIVITY,10500,5104
ADD_LINK,53202,71878
ADD_LINK,45570,81247
REMOVE_LINK,29408,10088
REMOVE_LINK,22684,67302
REMOVE_LINK,57194,65687
CHECK_CONNECTIVITY,32279,23891
ADD_LINK,26512,6895
ADD_LINK,49783,73500
ADD_LINK,5039,43511
CHECK_CONNECTIVITY,38917,26586
REMOVE_LINK,9576,74073
ADD_LINK,61745,14837
REMOVE_LINK,12231,72168
CHECK_CONNECTIVITY,62275,83269
CHECK_CONNECTIVITY,54659,79011
ADD_LINK,72458,59429
ADD_LINK,40062,56044
ADD_LINK,31429,13155
REMOVE_LINK,48120,44765
ADD_LINK,32299,31096
ADD_LINK,79006,72662
REMOVE_LINK,25259,76098
CHECK_CONNECTIVITY,45679,23431
REMOVE_LINK,23756,84651
CHECK_CONNECTIVITY,67716,21051
ADD_LINK,69538,83878
CHECK_CONNECTIVITY,63837,36006
ADD_LINK,61584,59982
ADD_LINK,78158,71358
REMOVE_LINK,31529,14119
CHECK_CONNECTIVITY,50637,75823
CHECK_CONNECTIVITY,81944,5780
CHECK_CONNECTIVITY,47,59312
ADD_LINK,58752,50383
ADD_LINK,70490,31198
ADD_LINK,60203,36352
REMOVE_LINK,7397,57228
ADD_LINK,78584,37411
CHECK_CONNECTIVITY,38011,71931
CHECK_CONNECTIVITY,65134,49425
CHECK_CONNECTIVITY,56043,66312
CHECK_CONNECTIVITY,81827,27342
CHECK_CONNECTIVITY,14964,10365
REMOVE_LINK,22589,34254
CHECK_CONNECTIVITY,53873,53112
REMOVE_LINK,13164,36683
REMOVE_LINK,18042,38003
ADD_LINK,30000,59571
ADD_LINK,79302,30588
ADD_LINK,65682,59636
REMOVE_LINK,32264,46509
ADD_LINK,12764,37912
CHECK_CONNECTIVITY,27691,6698
CHECK_CONNECTIVITY,5164,20104
ADD_LINK,66317,80891
CHECK_CONNECTIVITY,36860,67165
REMOVE_LINK,40704,31050
REMOVE_LINK,67581,5935
CHECK_CONNECTIVITY,9748,85391
CHECK_CONNECTIVITY,87982,62808
CHECK_CONNECTIVITY,82742,71199
ADD_LINK,28610,30720
ADD_LINK,35526,32470
CHECK_CONNECTIVITY,29925,3277
CHECK_CONNECTIVITY,24305,6447
REMOVE_LINK,14011,74734
CHECK_CONNECTIVITY,50376,22955
ADD_LINK,32596,48672
REMOVE_LINK,21752,33388
REMOVE_LINK,79756,30943
REMOVE_LINK,49374,56758
CHECK_CONNECTIVITY,22569,29515
ADD_LINK,75852,50432
ADD_LINK,73428,57282
REMOVE_LINK,19716,80584
ADD_LINK,49853,53992
REMOVE_LINK,33520,51050
REMOVE_LINK,26687,41773
CHECK_CONNECTIVITY,26543,52649
REMOVE_LINK,20840,7264
ADD_LINK,12433,61262
ADD_LINK,79288,48101
REMOVE_LINK,2069,63459
CHECK_CONNECTIVITY,21725,52167
REMOVE_LINK,71296,20770
CHECK_CONNECTIVITY,43523,2316
REMOVE_LINK,35761,58960
REMOVE_LINK,23765,48997
REMOVE_LINK,79634,55986
ADD_LINK,74487,81290
CHECK_CONNECTIVITY,75767,21329
ADD_LINK,23619,33619
ADD_LINK,60670,28112
ADD_LINK,17076,57171
REMOVE_LINK,36934,53851
CHECK_CONNECTIVITY,27636,69642
ADD_LINK,54925,59359
CHECK_CONNECTIVITY,85890,48350
ADD_LINK,11550,23372
REMOVE_LINK,80449,102
ADD_LINK,43127,77068
CHECK_CONNECTIVITY,9958,83599
REMOVE_LINK,33547,58192
CHECK_CONNECTIVITY,51422,34663
ADD_LINK,47553,35767
REMOVE_LINK,17465,87557
REMOVE_LINK,37183,35888
CHECK_CONNECTIVITY,14652,48737
REMOVE_LINK,78595,50210
ADD_LINK,31156,86121
CHECK_CONNECTIVITY,33816,55903
REMOVE_LINK,62330,43547
CHECK_CONNECTIVITY,19471,66372
ADD_LINK,78806,72316
REMOVE_LINK,86865,51748
ADD_LINK,71703,32566
ADD_LINK,39015,42712
ADD_LINK,35342,75800
ADD_LINK,5676,59330
REMOVE_LINK,71916,45515
REMOVE_LINK,2549,17983
ADD_LINK,74563,56259
ADD_LINK,12584,21167
CHECK_CONNECTIVITY,60226,17837
REMOVE_LINK,7347,35727
ADD_LINK,20659,75865
REMOVE_LINK,67406,54530
REMOVE_LINK,32811,49325
ADD_LINK,47500,68899
REMOVE_LINK,65049,9730
ADD_LINK,10547,20782
CHECK_CONNECTIVITY,59835,79279
REMOVE_LINK,59196,70030
ADD_LINK,19651,34769
REMOVE_LINK,78044,38184
ADD_LINK,74281,6207
CHECK_CONNECTIVITY,83562,13800
REMOVE_LINK,45033,42583
ADD_LINK,49589,14148
REMOVE_LINK,20833,39077
CHECK_CONNECTIVITY,86955,48569
CHECK_CONNECTIVITY,3494,59809
ADD_LINK,68075,46363
REMOVE_LINK,87896,55293
REMOVE_LINK,7260,53474
CHECK_CONNECTIVITY,82909,45777
ADD_LINK,26063,17685
REMOVE_LINK,87811,17304
ADD_LINK,11470,63641
CHECK_CONNECTIVITY,56782,67137
CHECK_CONNECTIVITY,75463,74733
REMOVE_LINK,60444,71705
CHECK_CONNECTIVITY,49277,72372
REMOVE_LINK,48542,13262
CHECK_CONNECTIVITY,79158,22347
CHECK_CONNECTIVITY,74284,74489
ADD_LINK,24474,71317
ADD_LINK,43014,26456
CHECK_CONNECTIVITY,51013,65455
REMOVE_LINK,26875,75346
CHECK_CONNECTIVITY,46621,24409
CHECK_CONNECTIVITY,7539,80893
CHECK_CONNECTIVITY,16605,31409
REMOVE_LINK,88987,67535
ADD_LINK,64264,20084
CHECK_CONNECTIVITY,55733,23579
CHECK_CONNECTIVITY,79575,38276
CHECK_CONNECTIVITY,13279,54547
ADD_LINK,81483,72181
ADD_LINK,61830,81779
CHECK_CONNECTIVITY,61663,81868
ADD_LINK,39114,17166
REMOVE_LINK,38703,20012
CHECK_CONNECTIVITY,30025,64080
REMOVE_LINK,45661,55614
REMOVE_LINK,16901,57868
ADD_LINK,64249,63844
REMOVE_LINK,64978,60301
REMOVE_LINK,43955,26555
ADD_LINK,48897,34184
CHECK_CONNECTIVITY,36334,7886
REMOVE_LINK,62844,48720
ADD_LINK,49882,75508
CHECK_CONNECTIVITY,63774,7791
ADD_LINK,81458,74436
CHECK_CONNECTIVITY,45712,53157
ADD_LINK,41280,73883
REMOVE_LINK,29778,19355
CHECK_CONNECTIVITY,21820,60473
CHECK_CONNECTIVITY,13162,58437
CHECK_CONNECTIVITY,3815,84476
ADD_LINK,30982,49633
REMOVE_LINK,34641,83118
CHECK_CONNECTIVITY,3738,85867
REMOVE_LINK,10545,37001
REMOVE_LINK,46565,78942
ADD_LINK,54244,59221
REMOVE_LINK,36712,32013
CHECK_CONNECTIVITY,11212,18534
ADD_LINK,57231,66795
CHECK_CONNECTIVITY,49047,63583
ADD_LINK,64212,73985
CHECK_CONNECTIVITY,25531,11685
REMOVE_LINK,75755,7141
REMOVE_LINK,51261,32557
CHECK_CONNECTIVITY,80070,86108
ADD_LINK,31569,46473
CHECK_CONNECTIVITY,59176,25589
CHECK_CONNECTIVITY,84787,53038
CHECK_CONNECTIVITY,40240,49717
REMOVE_LINK,13975,45281
ADD_LINK,74431,15277
CHECK_CONNECTIVITY,14752,28197
ADD_LINK,68256,46585
REMOVE_LINK,87052,16759
ADD_LINK,77318,26299
REMOVE_LINK,46978,39795
REMOVE_LINK,3481,61915
REMOVE_LINK,64897,27990
CHECK_CONNECTIVITY,52177,33840
ADD_LINK,62869,67235
ADD_LINK,12078,42084
CHECK_CONNECTIVITY,58856,34189
REMOVE_LINK,11809,39172
CHECK_CONNECTIVITY,78536,61202
CHECK_CONNECTIVITY,34647,42516
CHECK_CONNECTIVITY,18075,32175
REMOVE_LINK,71703,23134
REMOVE_LINK,39510,12254
REMOVE_LINK,18441,32366
REMOVE_LINK,14514,65982
REMOVE_LINK,31170,73209
CHECK_CONNECTIVITY,76173,85844
REMOVE_LINK,22894,84695
ADD_LINK,75538,36995
ADD_LINK,24277,9481
CHECK_CONNECTIVITY,70628,34123
CHECK_CONNECTIVITY,46036,35157
REMOVE_LINK,85537,43218
ADD_LINK,61059,53609
REMOVE_LINK,12116,7409
ADD_LINK,45160,9382
CHECK_CONNECTIVITY,86703,17598
ADD_LINK,49711,27837
REMOVE_LINK,35295,17964
REMOVE_LINK,13308,40934
ADD_LINK,25083,88315
REMOVE_LINK,22470,14130
ADD_LINK,73015,76905
REMOVE_LINK,57397,69860
ADD_LINK,44316,51285
ADD_LINK,14104,14428
CHECK_CONNECTIVITY,858,29016
CHECK_CONNECTIVITY,34154,82770
REMOVE_LINK,7761,39641
CHECK_CONNECTIVITY,85829,60055
CHECK_CONNECTIVITY,28535,30522
ADD_LINK,43544,8148
REMOVE_LINK,16382,77186
REMOVE_LINK,51610,86199
CHECK_CONNECTIVITY,77025,13398
CHECK_CONNECTIVITY,42803,49065
ADD_LINK,19325,22628
CHECK_CONNECTIVITY,73760,57136
CHECK_CONNECTIVITY,34189,54297
CHECK_CONNECTIVITY,37652,4404
ADD_LINK,16147,28121
REMOVE_LINK,65037,89180
REMOVE_LINK,557,63199
ADD_LINK,50904,63697
CHECK_CONNECTIVITY,34535,37305
REMOVE_LINK,72655,25838
